d,k,rho,dag_seed,n_obs,undirected_fraction,num_undirected_edges,min_abs_partial_correlation,cond_size_at_min,fisher_z_power
8,8,0.2857142857142857,4,600,0.5,4,0.6293412263075931,0,1.0
8,8,0.2857142857142857,5,15,0.25,2,0.24691125847842632,2,0.12247808834115936
8,8,0.2857142857142857,5,25,0.25,2,0.24691125847842632,2,0.2025788350782941
8,8,0.2857142857142857,5,50,0.25,2,0.24691125847842632,2,0.3940857086905087
8,8,0.2857142857142857,5,150,0.25,2,0.24691125847842632,2,0.859030361394987
8,8,0.2857142857142857,5,600,0.25,2,0.24691125847842632,2,0.9999860476454976
8,8,0.2857142857142857,6,15,0.5,4,0.6648867976664279,1,0.7575313918085087
8,8,0.2857142857142857,6,25,0.5,4,0.6648867976664279,1,0.956650287839749
8,8,0.2857142857142857,6,50,0.5,4,0.6648867976664279,1,0.9997457351585728
8,8,0.2857142857142857,6,150,0.5,4,0.6648867976664279,1,0.9999999999999944
8,8,0.2857142857142857,6,600,0.5,4,0.6648867976664279,1,1.0
8,8,0.2857142857142857,7,15,0.375,3,0.5004194762106013,1,0.44580546263207566
8,8,0.2857142857142857,7,25,0.375,3,0.5004194762106013,1,0.7122046065590143
8,8,0.2857142857142857,7,50,0.375,3,0.5004194762106013,1,0.961586925610727
8,8,0.2857142857142857,7,150,0.375,3,0.5004194762106013,1,0.9999985939497585
8,8,0.2857142857142857,7,600,0.375,3,0.5004194762106013,1,1.0
8,9,0.32142857142857145,0,15,0.3333333333333333,3,0.47669862481107367,3,0.3431600524650515
8,9,0.32142857142857145,0,25,0.3333333333333333,3,0.47669862481107367,3,0.6182971164586533
8,9,0.32142857142857145,0,50,0.3333333333333333,3,0.47669862481107367,3,0.930660026877512
8,9,0.32142857142857145,0,150,0.3333333333333333,3,0.47669862481107367,3,0.9999899814089643
8,9,0.32142857142857145,0,600,0.3333333333333333,3,0.47669862481107367,3,1.0
